,AwardType,Name,Project,SubjectArea,Species,Year,Value
693,ResearchProjects,McPhee,Effects of Asian pink and chum salmon  ,Bycatch Species,Salmon,X2007..FY08.,NA
694,ResearchProjects,Fong/Oliveira/Smith,Nutritional value of Alaska pollock  ,Seafood Science,Pollock,X2007..FY08.,NA
695,ResearchProjects,Adkison/Westley,Drivers of AYK Chinook salmon survival,Bycatch Species,Salmon,X2007..FY08.,NA
696,ResearchProjects,Kruse,Decline in Pacific halibut size at age,Bycatch Species,Halibut,X2007..FY08.,NA
697,ResearchProjects,Burns/Testa,Maternal foraging of Northern Fur Seals,Marine mammals,Fur Seals,X2007..FY08.,NA
698,ResearchProjects,Fong/Park,Gel enhancement of Alaska Pollock surimi,Seafood Science,Pollock,X2007..FY08.,NA
699,ResearchProjects,Fong/Sannito,Alternative product forms for Pollock roe,Seafood Science,Pollock,X2007..FY08.,NA
700,ResearchProjects,Rea/Wade,"Behavior of ""resident"" killer whales",Marine mammals,Orca,X2007..FY08.,NA
701,ResearchProjects,Fong et al,Development of value-added market opportunities for pollock co-products (dietary supplements from milt),Seafood Science,Pollock,X2007..FY08.,NA
702,ResearchProjects,Hopcroft,First-year pollock and their zooplankton predators in the northern Gulf of Alaska,Ecosystem,Pollock,X2007..FY08.,NA
703,ResearchProjects,McPhee et al,Improved resolution of chum salmon genetic stock identification,Bycatch Species,Salmon,X2007..FY08.,NA
704,ResearchProjects,Seitz,Further examination of the movement behavior and predation of Chinook salmon in the Bering Sea,Bycatch Species,Salmon,X2007..FY08.,NA
705,Misc,Merritt,Instruction in Fisheries Management,NA,NA,X2007..FY08.,NA
706,Misc,Sugai,NOSB Western Alaska Support,NA,NA,X2007..FY08.,NA
707,Misc,Whitledge,Keeping Mooring 2 Alive-Biophysical,Ocean Science,Food web,X2007..FY08.,NA
708,Misc,Henrichs,Keeping Mooring 2 Alive-Sinking Particles,Ocean Science,Food web,X2007..FY08.,NA
709,Misc,Cullenberg,Western AK Tech Training,NA,NA,X2007..FY08.,NA
710,Misc,Kruse/Tyler,Book: Fishes Catches Science,NA,NA,X2007..FY08.,NA
711,Misc,Knapp,Symposium on MSFCMA Reauthorization,NA,NA,X2007..FY08.,NA
712,Misc,Castellini/Weisenberg,UAF-UW Seminar Exchange,NA,NA,X2007..FY08.,16000
713,Misc,Sutton/Rosenberger,Increasing grad experiential learning,NA,NA,X2007..FY08.,NA
714,Misc,Atkinson,Matt Meyers Travel Fund,NA,NA,X2007..FY08.,NA
715,Misc,Quinn,Workshop:Spatial Distribution Pollock,Stock dynamics,Pollock,X2007..FY08.,NA
716,Misc,Atkinson,Graduate Student Support,NA,NA,X2007..FY08.,NA
717,Misc,Christie,Wakefield Symposium Support,NA,NA,X2007..FY08.,NA
718,Misc,Sigman,AK Seafood Industry K-12,Seafood Science,NA,X2007..FY08.,NA
719,Misc,Criddle,Book: Pollock in a Sea of Change,Marine Resource Economics,Pollock,X2007..FY08.,NA
720,GraduateFellowship,Kray Van Kirk,Multispecies age-structured assessment,Stock dynamics,Pollock,X2007..FY08.,NA
721,GraduateFellowship,Sarah Miller,Oceanography and salmon survival,Bycatch Species,Salmon,X2007..FY08.,NA
722,GraduateFellowship,Adam Zaleski,Factors influencing SSL Populations,Marine mammals,Sea lions,X2007..FY08.,NA
723,GraduateFellowship,Tadayasu Uchiyama,Pollock predators and competitors in the EBS,Stock dynamics,Pollock,X2007..FY08.,NA
724,GraduateFellowship,Julie Nielsen,Multi-scale movement of demersal fish,Bycatch Species,Halibut,X2007..FY08.,NA
725,GraduateFellowship,James Strong,Bioeconomic model of EBS pollock,Marine Resource Economics,Pollock,X2007..FY08.,NA
726,GraduateFellowship,Elizabeth Figus,Monitoring incidental catch species utilizing local fisheries knowledge,Bycatch Species,Halibut,X2007..FY08.,NA
727,GraduateFellowship,Cory Graham,Growth Survival and Recruitment of Chinook Salmon in SE Alaska,Bycatch Species,Salmon,X2007..FY08.,NA
728,GraduateFellowship,Kaitlyn Manishin,Salmon shark predation impacts on Chinook salmon production,Bycatch Species,Salmon,X2007..FY08.,NA
729,ResearchProjects,Knapp,Markets for Alaska pollock products,Marine Resource Economics,Pollock,X2008..FY09.,NA
730,ResearchProjects,Atkinson,Metabolic condition in sea lions,Marine mammals,Sea lions,X2008..FY09.,NA
731,ResearchProjects,Horning,Validation transmitters in sea lion,Marine mammals,Sea lions,X2008..FY09.,NA
732,ResearchProjects,Musgrave,Hydrographic data collecting,Ocean Science,Food web,X2008..FY09.,NA
733,ResearchProjects,Goering,Interaction & exam of variability,Ocean Science,Food web,X2008..FY09.,NA
734,ResearchProjects,Atkinson,Capture & holding-transient sea lions,Marine mammals,Sea lions,X2008..FY09.,NA
735,ResearchProjects,Springer,Diet and stress hormones in SSL,Marine mammals,Sea lions,X2008..FY09.,NA
736,ResearchProjects,Knapp,Future Russian pollock supply,Marine Resource Economics,Pollock,X2008..FY09.,NA
737,ResearchProjects,Henrichs,Sinking particles and pelagic webs,Ocean Science,Food web,X2008..FY09.,NA
738,ResearchProjects,Springer,Distribution of age 2 salmon,Bycatch Species,Salmon,X2008..FY09.,NA
739,ResearchProjects,Springer,Competition of SSL & comm fisheries,Marine mammals,Sea lions,X2008..FY09.,NA
740,ResearchProjects,Worthy,Killer whales & the decline of SSL,Marine mammals,Sea lions,X2008..FY09.,NA
741,ResearchProjects,Jewett,Kvichak bay smolt study,Bycatch Species,Salmon,X2008..FY09.,NA
742,ResearchProjects,Foy,Quality of species in habitat units,Ecosystem,Food web,X2008..FY09.,NA
743,ResearchProjects,Gharrett,Chinook salmon bycatch DNA,Bycatch Species,Salmon,X2008..FY09.,NA
744,ResearchProjects,Quinn,Fishing induces declines in pollock,Stock dynamics,Pollock,X2008..FY09.,NA
745,ResearchProjects,Knapp,Producer cooperative organizations,Marine Resource Economics,Pollock,X2008..FY09.,NA
746,ResearchProjects,Wynne,Shallow water nearshore fish assembly,Ecosystem,Groundfish,X2008..FY09.,NA
747,ResearchProjects,Springer,Jellyfish impact on food web,Ecosystem,Food web,X2008..FY09.,NA
748,ResearchProjects,Kruse,Examination of maturation-pollock,Stock dynamics,Pollock,X2008..FY09.,NA
749,ResearchProjects,Norcross,Environmental predictors of pollock,Stock dynamics,Pollock,X2008..FY09.,NA
750,ResearchProjects,Mellish,Integrating science and tradition,Marine mammals,Sea lions,X2008..FY09.,NA
751,ResearchProjects,Foy/Buck,Metabolic perf. of pollock,Stock dynamics,Pollock,X2008..FY09.,NA
752,ResearchProjects,Finney,Food web dynamics-Bering Sea,Ecosystem,Food web,X2008..FY09.,NA
753,ResearchProjects,Gharrett,Develop DNA markers-Chum,Bycatch Species,Salmon,X2008..FY09.,NA
754,ResearchProjects,Trites,Changes in Steller Sea Lion skull ,Marine mammals,Sea lions,X2008..FY09.,NA
755,ResearchProjects,Kate Wynne,Predation on Northern fur seals in the Pribilof Is.,Marine mammals,Fur Seals,X2008..FY09.,NA
756,ResearchProjects,Konar,Essential larval/juvenile fish habitat . . . ,Ecosystem,Food web,X2008..FY09.,NA
757,ResearchProjects,Quinn,Acoustic data logger,Stock dynamics,Pollock,X2008..FY09.,36931
758,ResearchProjects,Mellish,Integration science and tradition,Marine mammals,Sea lions,X2008..FY09.,NA
759,ResearchProjects,Kruse,Local and traditional knowledge,Marine mammals,Sea lions,X2008..FY09.,NA
760,ResearchProjects,Springer,Causes of Northern Fur Seal decline,Marine mammals,Fur Seals,X2008..FY09.,NA
761,ResearchProjects,Gallucci/Foy,Bycatch & sharks in Bering Sea,Bycatch Species,Sharks & Rays,X2008..FY09.,NA
762,ResearchProjects,Castlinni,Walleye pollock stock distribution and growth.,Stock dynamics,Pollock,X2008..FY09.,NA
763,ResearchProjects,Gharrett,Combining genetics and population,Bycatch Species,Rockfish,X2008..FY09.,79234
764,ResearchProjects,Johnson,Bering Sea temperatures/walleye,Stock dynamics,Pollock,X2008..FY09.,68900
765,ResearchProjects,Oliveira,Purification of pollock oil,Seafood Science,Pollock,X2008..FY09.,84266
766,ResearchProjects,Mellish,Assess behavior/physiology,Marine mammals,Sea lions,X2008..FY09.,17775
767,ResearchProjects,Springer,Fatty acid comp forage species,Ecosystem,Food web,X2008..FY09.,51025
768,ResearchProjects,Atkinson,Maternal investment impact on SSL pup  ,Marine mammals,Sea lions,X2008..FY09.,NA
769,ResearchProjects,Mathis,Impacts of ocean acidification,Ocean Science,Food web,X2008..FY09.,NA
770,ResearchProjects,Hillgruber,Feeding patterns prey selection,Ecosystem,Food web,X2008..FY09.,NA
771,ResearchProjects,Mellish,Consummate & consumed predators,Marine mammals,Sea lions,X2008..FY09.,NA
772,ResearchProjects,Adkinson,Salmon initiative,Bycatch Species,Salmon,X2008..FY09.,NA
773,ResearchProjects,Kruse,Walleye pollock-maturity,Stock dynamics,Pollock,X2008..FY09.,NA
774,ResearchProjects,Quinn,Skates injuries-longline,Bycatch Species,Sharks & Rays,X2008..FY09.,NA
775,ResearchProjects,Walker,Augmenting SSL projects,Marine mammals,Sea lions,X2008..FY09.,NA
776,ResearchProjects,Andrews,Behavior of transient killer whales,Marine mammals,Orca,X2008..FY09.,NA
777,ResearchProjects,Oliveira/Crapo,Replacing ethoxyquin in fishmeal,Seafood Science,Pollock,X2008..FY09.,NA
778,ResearchProjects,Andrews,Vital rates in Russian SSL rookeries,Marine mammals,Sea lions,X2008..FY09.,NA
779,ResearchProjects,Knapp,Modeling: fisheries management ,Marine Resource Economics,Groundfish,X2008..FY09.,NA
780,ResearchProjects,Mellish,SSL reproduction & survival ,Marine mammals,Pollock,X2008..FY09.,NA
781,ResearchProjects,Quinn,Effect of handling on skates  ,Bycatch Species,Sharks & Rays,X2008..FY09.,NA
782,ResearchProjects,Fong/Oliveira,Developing pet treats from pollock skins,Seafood Science,Pollock,X2008..FY09.,NA
783,ResearchProjects,Beaudreau ,Interactions of groundfish predators,Ecosystem,Groundfish,X2008..FY09.,NA
784,ResearchProjects,McPhee,Effects of Asian pink and chum salmon  ,Bycatch Species,Salmon,X2008..FY09.,NA
785,ResearchProjects,Fong/Oliveira/Smith,Nutritional value of Alaska pollock  ,Seafood Science,Pollock,X2008..FY09.,NA
786,ResearchProjects,Adkison/Westley,Drivers of AYK Chinook salmon survival,Bycatch Species,Salmon,X2008..FY09.,NA
787,ResearchProjects,Kruse,Decline in Pacific halibut size at age,Bycatch Species,Halibut,X2008..FY09.,NA
788,ResearchProjects,Burns/Testa,Maternal foraging of Northern Fur Seals,Marine mammals,Fur Seals,X2008..FY09.,NA
789,ResearchProjects,Fong/Park,Gel enhancement of Alaska Pollock surimi,Seafood Science,Pollock,X2008..FY09.,NA
790,ResearchProjects,Fong/Sannito,Alternative product forms for Pollock roe,Seafood Science,Pollock,X2008..FY09.,NA
791,ResearchProjects,Rea/Wade,"Behavior of ""resident"" killer whales",Marine mammals,Orca,X2008..FY09.,NA
792,ResearchProjects,Fong et al,Development of value-added market opportunities for pollock co-products (dietary supplements from milt),Seafood Science,Pollock,X2008..FY09.,NA
793,ResearchProjects,Hopcroft,First-year pollock and their zooplankton predators in the northern Gulf of Alaska,Ecosystem,Pollock,X2008..FY09.,NA
794,ResearchProjects,McPhee et al,Improved resolution of chum salmon genetic stock identification,Bycatch Species,Salmon,X2008..FY09.,NA
795,ResearchProjects,Seitz,Further examination of the movement behavior and predation of Chinook salmon in the Bering Sea,Bycatch Species,Salmon,X2008..FY09.,NA
796,Misc,Merritt,Instruction in Fisheries Management,NA,NA,X2008..FY09.,NA
797,Misc,Sugai,NOSB Western Alaska Support,NA,NA,X2008..FY09.,NA
798,Misc,Whitledge,Keeping Mooring 2 Alive-Biophysical,Ocean Science,Food web,X2008..FY09.,NA
799,Misc,Henrichs,Keeping Mooring 2 Alive-Sinking Particles,Ocean Science,Food web,X2008..FY09.,NA
800,Misc,Cullenberg,Western AK Tech Training,NA,NA,X2008..FY09.,NA
801,Misc,Kruse/Tyler,Book: Fishes Catches Science,NA,NA,X2008..FY09.,NA
802,Misc,Knapp,Symposium on MSFCMA Reauthorization,NA,NA,X2008..FY09.,NA
803,Misc,Castellini/Weisenberg,UAF-UW Seminar Exchange,NA,NA,X2008..FY09.,NA
804,Misc,Sutton/Rosenberger,Increasing grad experiential learning,NA,NA,X2008..FY09.,56474
805,Misc,Atkinson,Matt Meyers Travel Fund,NA,NA,X2008..FY09.,2840
806,Misc,Quinn,Workshop:Spatial Distribution Pollock,Stock dynamics,Pollock,X2008..FY09.,NA
807,Misc,Atkinson,Graduate Student Support,NA,NA,X2008..FY09.,NA
808,Misc,Christie,Wakefield Symposium Support,NA,NA,X2008..FY09.,NA
809,Misc,Sigman,AK Seafood Industry K-12,Seafood Science,NA,X2008..FY09.,NA
810,Misc,Criddle,Book: Pollock in a Sea of Change,Marine Resource Economics,Pollock,X2008..FY09.,NA
811,GraduateFellowship,Kray Van Kirk,Multispecies age-structured assessment,Stock dynamics,Pollock,X2008..FY09.,NA
812,GraduateFellowship,Sarah Miller,Oceanography and salmon survival,Bycatch Species,Salmon,X2008..FY09.,NA
813,GraduateFellowship,Adam Zaleski,Factors influencing SSL Populations,Marine mammals,Sea lions,X2008..FY09.,NA
814,GraduateFellowship,Tadayasu Uchiyama,Pollock predators and competitors in the EBS,Stock dynamics,Pollock,X2008..FY09.,NA
815,GraduateFellowship,Julie Nielsen,Multi-scale movement of demersal fish,Bycatch Species,Halibut,X2008..FY09.,NA
816,GraduateFellowship,James Strong,Bioeconomic model of EBS pollock,Marine Resource Economics,Pollock,X2008..FY09.,NA
817,GraduateFellowship,Elizabeth Figus,Monitoring incidental catch species utilizing local fisheries knowledge,Bycatch Species,Halibut,X2008..FY09.,NA
818,GraduateFellowship,Cory Graham,Growth Survival and Recruitment of Chinook Salmon in SE Alaska,Bycatch Species,Salmon,X2008..FY09.,NA
819,GraduateFellowship,Kaitlyn Manishin,Salmon shark predation impacts on Chinook salmon production,Bycatch Species,Salmon,X2008..FY09.,NA
820,ResearchProjects,Knapp,Markets for Alaska pollock products,Marine Resource Economics,Pollock,X2009..FY10.,NA
821,ResearchProjects,Atkinson,Metabolic condition in sea lions,Marine mammals,Sea lions,X2009..FY10.,NA
822,ResearchProjects,Horning,Validation transmitters in sea lion,Marine mammals,Sea lions,X2009..FY10.,NA
823,ResearchProjects,Musgrave,Hydrographic data collecting,Ocean Science,Food web,X2009..FY10.,NA
824,ResearchProjects,Goering,Interaction & exam of variability,Ocean Science,Food web,X2009..FY10.,NA
825,ResearchProjects,Atkinson,Capture & holding-transient sea lions,Marine mammals,Sea lions,X2009..FY10.,NA
826,ResearchProjects,Springer,Diet and stress hormones in SSL,Marine mammals,Sea lions,X2009..FY10.,NA
827,ResearchProjects,Knapp,Future Russian pollock supply,Marine Resource Economics,Pollock,X2009..FY10.,NA
828,ResearchProjects,Henrichs,Sinking particles and pelagic webs,Ocean Science,Food web,X2009..FY10.,NA
829,ResearchProjects,Springer,Distribution of age 2 salmon,Bycatch Species,Salmon,X2009..FY10.,NA
830,ResearchProjects,Springer,Competition of SSL & comm fisheries,Marine mammals,Sea lions,X2009..FY10.,NA
831,ResearchProjects,Worthy,Killer whales & the decline of SSL,Marine mammals,Sea lions,X2009..FY10.,NA
832,ResearchProjects,Jewett,Kvichak bay smolt study,Bycatch Species,Salmon,X2009..FY10.,NA
833,ResearchProjects,Foy,Quality of species in habitat units,Ecosystem,Food web,X2009..FY10.,NA
834,ResearchProjects,Gharrett,Chinook salmon bycatch DNA,Bycatch Species,Salmon,X2009..FY10.,NA
835,ResearchProjects,Quinn,Fishing induces declines in pollock,Stock dynamics,Pollock,X2009..FY10.,NA
836,ResearchProjects,Knapp,Producer cooperative organizations,Marine Resource Economics,Pollock,X2009..FY10.,NA
837,ResearchProjects,Wynne,Shallow water nearshore fish assembly,Ecosystem,Groundfish,X2009..FY10.,NA
838,ResearchProjects,Springer,Jellyfish impact on food web,Ecosystem,Food web,X2009..FY10.,NA
839,ResearchProjects,Kruse,Examination of maturation-pollock,Stock dynamics,Pollock,X2009..FY10.,NA
840,ResearchProjects,Norcross,Environmental predictors of pollock,Stock dynamics,Pollock,X2009..FY10.,NA
841,ResearchProjects,Mellish,Integrating science and tradition,Marine mammals,Sea lions,X2009..FY10.,NA
842,ResearchProjects,Foy/Buck,Metabolic perf. of pollock,Stock dynamics,Pollock,X2009..FY10.,NA
843,ResearchProjects,Finney,Food web dynamics-Bering Sea,Ecosystem,Food web,X2009..FY10.,NA
844,ResearchProjects,Gharrett,Develop DNA markers-Chum,Bycatch Species,Salmon,X2009..FY10.,NA
845,ResearchProjects,Trites,Changes in Steller Sea Lion skull ,Marine mammals,Sea lions,X2009..FY10.,NA
846,ResearchProjects,Kate Wynne,Predation on Northern fur seals in the Pribilof Is.,Marine mammals,Fur Seals,X2009..FY10.,NA
847,ResearchProjects,Konar,Essential larval/juvenile fish habitat . . . ,Ecosystem,Food web,X2009..FY10.,NA
848,ResearchProjects,Quinn,Acoustic data logger,Stock dynamics,Pollock,X2009..FY10.,NA
849,ResearchProjects,Mellish,Integration science and tradition,Marine mammals,Sea lions,X2009..FY10.,NA
850,ResearchProjects,Kruse,Local and traditional knowledge,Marine mammals,Sea lions,X2009..FY10.,NA
851,ResearchProjects,Springer,Causes of Northern Fur Seal decline,Marine mammals,Fur Seals,X2009..FY10.,NA
852,ResearchProjects,Gallucci/Foy,Bycatch & sharks in Bering Sea,Bycatch Species,Sharks & Rays,X2009..FY10.,NA
853,ResearchProjects,Castlinni,Walleye pollock stock distribution and growth.,Stock dynamics,Pollock,X2009..FY10.,NA
854,ResearchProjects,Gharrett,Combining genetics and population,Bycatch Species,Rockfish,X2009..FY10.,81892
855,ResearchProjects,Johnson,Bering Sea temperatures/walleye,Stock dynamics,Pollock,X2009..FY10.,NA
856,ResearchProjects,Oliveira,Purification of pollock oil,Seafood Science,Pollock,X2009..FY10.,NA
857,ResearchProjects,Mellish,Assess behavior/physiology,Marine mammals,Sea lions,X2009..FY10.,NA
858,ResearchProjects,Springer,Fatty acid comp forage species,Ecosystem,Food web,X2009..FY10.,22064
859,ResearchProjects,Atkinson,Maternal investment impact on SSL pup  ,Marine mammals,Sea lions,X2009..FY10.,66609
860,ResearchProjects,Mathis,Impacts of ocean acidification,Ocean Science,Food web,X2009..FY10.,56793
861,ResearchProjects,Hillgruber,Feeding patterns prey selection,Ecosystem,Food web,X2009..FY10.,56394
862,ResearchProjects,Mellish,Consummate & consumed predators,Marine mammals,Sea lions,X2009..FY10.,5000
863,ResearchProjects,Adkinson,Salmon initiative,Bycatch Species,Salmon,X2009..FY10.,NA
864,ResearchProjects,Kruse,Walleye pollock-maturity,Stock dynamics,Pollock,X2009..FY10.,NA
865,ResearchProjects,Quinn,Skates injuries-longline,Bycatch Species,Sharks & Rays,X2009..FY10.,NA
866,ResearchProjects,Walker,Augmenting SSL projects,Marine mammals,Sea lions,X2009..FY10.,NA
867,ResearchProjects,Andrews,Behavior of transient killer whales,Marine mammals,Orca,X2009..FY10.,NA
868,ResearchProjects,Oliveira/Crapo,Replacing ethoxyquin in fishmeal,Seafood Science,Pollock,X2009..FY10.,NA
869,ResearchProjects,Andrews,Vital rates in Russian SSL rookeries,Marine mammals,Sea lions,X2009..FY10.,NA
870,ResearchProjects,Knapp,Modeling: fisheries management ,Marine Resource Economics,Groundfish,X2009..FY10.,NA
871,ResearchProjects,Mellish,SSL reproduction & survival ,Marine mammals,Pollock,X2009..FY10.,NA
